,QN08,BX28,QN55,BK50,BX41,QN26,BK68,QN38,QN52,BK44,QN01,BX98,QN07,QN48,BK77,BK41,BK75,QN33,QN44,MN06,BX07,QN62,SI11,QN15,SI08,BX10,BX33,QN37,BK81,QN35,SI37,QN23,QN12,QN46,QN50,BK91,BK95,QN66,QN41,BK09,QN54,SI12,SI28,BX43,BK64,BX55,BK63,SI14,BX06,BK21,BK26,BX22,QN19,BK34,BX03,BX31,QN17,BX29,BX30,BK27,BX05,QN22,QN51,QN02,QN76,BX35,QN28,QN63,BK88,MN19,QN43,QN61,MN04,MN50,BK58,BK96,BK90,BX59,QN10,BK17,BX26,SI45,SI36,MN36,MN34,MN27,MN21,MN31,MN40,MN33,BK33,BK61,BK69,QN25,BK30,BK31,BX01,BX40,BX09,BX49,BK43,BK46,SI99,MN09,MN11,MN17,MN32,QN71,QN98,BK25,BK28,BK29,QN03,QN05,SI24,BX62,BX52,QN68,QN56,QN57,MN12,MN14,QN70,QN72,BX44,BX17,BX36,QN20,QN21,BX14,BK42,QN27,SI01,SI32,BK19,BK23,SI25,SI54,MN13,MN15,BK72,SI05,SI48,BX75,MN24,MN25,BX08,MN03,MN99,QN45,QN06,BK32,BK37,QN34,QN42,BX37,BX46,QN30,QN31,QN18,QN29,BK38,BK35,BK78,BX27,BK83,QN53,BK60,BX34,BX39,BX63,SI35,SI07,SI22,BK79,BK85,BK76,MN20,MN22,MN23,MN01,MN35,QN47,QN49,QN60,QN99,BX13,BX99,BK45,BK82,BK93,BK73,MN28,BK40,BK99
1215 Intervale Ave.,1660.28,636.4,1640.74,2429.71,432.44,1315.3,1896.12,1384.16,1280.47,2860.18,1780.04,431.18,1534.24,1247.4,1774.68,2510.56,1939.1,1606.33,1626.46,725.15,639.77,1404.45,3134.58,2687.45,3177.63,827.0,164.1,1513.87,2056.71,1616.81,3211.82,1045.07,2954.5,1214.45,1240.85,2498.5,2475.08,1833.36,1275.04,2066.1,1645.4,2550.68,2726.3,715.89,2046.6,329.61,2282.23,2962.12,449.65,3209.69,2996.21,956.15,1738.34,2520.23,990.88,776.15,1504.07,818.34,613.2,2865.75,584.48,1181.91,1192.5,1825.05,1688.54,123.99,1019.76,1127.8,2667.7,1173.05,1568.07,1673.01,650.55,1361.39,2557.17,2273.43,1693.04,483.12,3000.3,2753.1,455.47,3401.03,3538.88,634.48,669.11,1724.85,1445.96,981.26,1036.33,867.07,2275.22,2201.55,2001.11,1380.61,2673.9,2676.11,269.68,440.86,484.52,571.63,2783.77,2748.06,3725.65,867.34,829.42,1349.53,918.6,804.55,1829.99,2893.95,2794.49,2903.41,1940.21,1976.2,2976.12,897.99,599.44,1003.11,1889.77,2128.3,1130.02,1297.87,923.68,887.22,839.1,219.49,508.45,1615.57,1590.32,280.78,2530.1,1175.0,3285.66,3029.5,2950.61,3008.69,3374.0,3397.94,1689.31,1373.32,1734.94,2649.6,3112.63,190.22,1858.14,1845.94,257.99,663.1,890.69,1488.49,1373.8,2374.83,2285.04,1367.07,1303.72,585.53,470.24,1396.04,1233.91,1469.0,1328.19,2020.1,1992.44,1871.54,281.99,1920.8,1819.75,2337.36,252.8,431.98,401.92,3120.33,2869.67,3046.44,1904.25,2065.02,1418.65,1312.7,1602.83,1721.96,713.48,580.27,950.27,979.06,1634.74,1704.78,1031.57,838.45,2728.29,2177.49,2304.58,1665.71,1630.73,2328.93,2629.56
2417 Webster Ave.,1790.33,304.14,1781.4,2593.66,283.4,1569.58,2269.74,1514.21,1421.13,3022.65,1920.69,831.97,1664.29,1377.45,2148.3,2823.88,2312.72,1736.39,1756.52,834.68,518.72,1545.11,3143.12,2817.51,3187.72,978.59,568.04,1643.93,2427.34,1770.56,3331.12,1185.73,3084.55,1344.5,1614.47,2698.23,2769.19,1963.42,1405.09,2379.42,1786.06,2559.22,2734.84,384.66,2420.22,551.2,2655.85,3154.09,224.98,3388.92,3256.56,623.22,1918.36,2833.55,898.12,658.69,1704.32,512.97,314.14,3179.07,251.55,1322.57,1333.16,1955.11,1829.2,504.01,1393.38,1501.42,2981.02,1486.37,1698.13,1803.07,760.08,1674.7,2735.68,2475.16,2066.66,631.3,3140.96,2893.76,520.19,3409.57,3595.98,643.02,960.34,2038.17,1759.28,1294.57,1282.43,1107.28,2588.54,2575.17,2374.73,1620.06,2987.22,2989.43,333.12,145.8,690.04,534.53,3125.5,3061.38,3734.19,976.87,970.05,1577.11,1231.92,1178.17,1970.65,3105.32,3107.8,3216.73,2070.27,2106.25,2984.66,720.34,729.5,1376.73,2030.43,2268.97,1180.06,1306.41,1297.3,1260.83,681.31,272.4,332.0,1989.19,1895.77,563.08,2903.72,1492.21,3294.2,3038.04,3091.27,3172.48,3382.54,3406.48,1888.72,1426.48,2108.56,2658.14,3121.17,483.56,2108.55,2159.26,448.47,811.16,1127.25,1618.55,1503.85,2688.15,2601.69,1497.13,1433.77,665.24,602.13,1769.66,1607.53,1763.54,1701.81,2333.42,2366.06,2245.16,669.14,2101.87,1960.41,2710.98,628.86,834.5,569.97,3128.87,2878.21,3054.98,2277.87,2316.74,1792.27,1626.02,1916.15,1994.95,475.03,532.17,1080.33,1119.72,1775.4,1845.44,980.4,712.28,2906.8,2318.15,2445.24,2039.33,1944.05,2642.25,2808.07
925 East Tremont Ave.,1599.56,521.8,1590.63,2402.89,341.45,1378.81,2026.31,1323.44,1230.36,2831.88,1729.93,561.37,1473.52,1186.68,1904.87,2640.75,2069.29,1545.62,1565.75,764.87,476.02,1354.34,3073.32,2626.74,3117.91,787.82,294.29,1453.16,2186.9,1579.79,3261.31,994.96,2893.78,1153.73,1371.04,2507.46,2578.42,1772.65,1214.32,2196.29,1595.29,2489.42,2665.03,547.85,2176.79,336.9,2412.42,3084.28,285.28,3198.15,3065.79,830.45,1727.59,2650.42,830.34,615.61,1513.55,730.64,520.18,2995.94,469.21,1131.8,1142.39,1764.34,1638.43,250.41,1149.95,1257.98,2797.89,1303.23,1507.36,1612.3,690.27,1491.57,2544.91,2284.39,1823.23,440.53,2950.19,2702.99,504.88,3339.77,3526.18,573.21,799.29,1855.04,1576.15,1111.44,1166.52,997.26,2405.41,2331.74,2131.3,1429.29,2804.09,2806.3,229.13,346.18,499.27,411.1,2913.96,2878.25,3664.38,907.06,900.24,1479.72,1048.79,934.74,1779.88,2914.55,2924.67,3033.59,1879.5,1915.48,2914.85,729.96,538.73,1133.3,1839.66,2078.2,1110.25,1236.6,1053.87,1017.4,675.36,51.45,430.42,1745.76,1705.0,402.42,2660.29,1301.44,3224.39,2968.23,2900.5,2981.71,3312.73,3336.67,1818.92,1356.68,1865.13,2588.33,3051.36,195.92,1988.33,1976.13,221.5,741.36,1020.88,1427.78,1313.08,2505.02,2415.23,1306.36,1243.0,424.99,347.51,1526.23,1364.1,1572.77,1458.38,2150.28,2122.63,2001.73,412.18,1911.1,1769.64,2467.55,379.22,562.17,528.34,3059.07,2808.4,2985.17,2034.44,2125.97,1548.84,1442.89,1733.02,1852.15,652.21,519.01,889.56,928.95,1584.63,1654.67,871.04,677.92,2716.03,2127.38,2254.47,1795.9,1760.91,2459.12,2617.3
2928 Briggs Ave.,1958.83,125.22,1948.49,2760.75,363.56,1736.67,2323.21,1682.71,1588.23,3189.74,2087.79,935.97,1832.79,1545.94,2201.77,2877.35,2366.19,1904.88,1925.01,888.15,363.99,1712.2,3224.25,2986.0,3268.85,1060.26,668.89,1812.42,2483.79,1939.05,3412.25,1352.82,3253.04,1513.0,1667.94,2865.32,2902.17,2131.91,1573.59,2432.89,1953.15,2640.35,2815.97,179.35,2473.69,698.21,2709.31,3235.22,285.08,3556.01,3363.0,427.22,2085.45,2887.01,702.12,503.96,1871.41,465.8,287.81,3232.54,178.1,1489.66,1500.26,2123.6,1996.29,625.01,1446.85,1554.88,3034.49,1539.83,1866.62,1971.56,813.54,1728.17,2902.77,2642.25,2120.13,799.8,3308.06,3060.85,573.47,3490.7,3677.11,721.43,1013.8,2091.64,1812.75,1348.04,1335.9,1160.74,2642.01,2628.64,2428.2,1787.16,3040.69,3042.9,501.61,232.95,857.49,481.05,3210.85,3114.84,3815.32,1030.33,1023.52,1645.06,1285.39,1231.64,2137.74,3260.73,3161.27,3270.19,2238.76,2274.75,3065.78,524.34,897.99,1430.2,2197.52,2436.06,1261.19,1387.54,1350.77,1314.3,488.22,373.26,385.27,2042.66,2017.41,643.24,2957.19,1602.09,3375.33,3119.17,3258.37,3339.57,3463.66,3487.61,1969.85,1507.61,2162.03,2739.26,3202.3,584.41,2189.68,2212.73,596.11,864.63,1180.71,1787.05,1672.35,2741.62,2655.16,1665.62,1602.27,613.38,702.98,1823.13,1661.0,1896.09,1755.28,2386.88,2419.53,2298.63,786.78,2268.96,2127.5,2764.45,753.82,906.22,650.13,3210.0,2959.33,3136.1,2331.34,2483.83,1845.74,1679.49,1969.62,2048.42,473.48,544.79,1248.82,1286.81,1942.49,2012.54,825.67,519.19,3073.89,2485.25,2612.33,2092.8,1997.51,2695.72,2975.17
1689 Story Ave.,1446.93,701.43,1414.8,2227.06,544.19,1202.98,1972.08,1170.81,1054.54,2656.05,1554.1,526.82,1320.89,1034.05,1850.64,2586.52,2015.06,1392.99,1413.11,879.8,494.2,1178.51,3188.25,2474.1,3232.85,601.07,362.16,1300.52,2060.74,1427.15,3287.78,819.13,2741.15,1001.1,1316.81,2331.63,2402.59,1620.02,1061.69,2142.06,1419.46,2604.35,2779.96,663.4,2122.57,168.49,2358.19,3038.08,573.25,3022.32,2889.97,874.22,1551.76,2596.19,814.91,660.23,1337.72,872.01,678.23,2941.72,707.05,955.97,966.57,1611.7,1462.6,435.25,1095.72,1203.76,2743.67,1249.01,1354.72,1459.66,805.2,1437.35,2369.08,2108.56,1769.0,322.91,2774.37,2527.16,619.81,3454.7,3614.84,688.15,745.07,1800.81,1521.92,1057.22,1112.29,943.03,2351.18,2277.51,2077.08,1253.47,2749.86,2752.07,392.26,563.43,178.35,490.29,2758.91,2810.54,3779.31,1021.99,920.17,1425.49,994.57,880.52,1604.05,2738.72,2870.45,2870.88,1726.86,1762.85,3029.78,718.6,386.1,1079.08,1663.83,1902.37,1225.19,1351.54,999.64,963.18,685.98,395.85,562.11,1691.54,1529.18,592.05,2542.02,1125.61,3339.32,3083.16,2724.68,2805.88,3427.66,3451.6,1765.27,1449.28,1810.9,2703.26,3166.3,369.58,1934.1,1921.9,154.69,823.56,966.66,1275.15,1160.45,2450.79,2361.0,1153.72,1090.37,519.25,335.53,1472.01,1309.87,1396.94,1337.79,2096.06,2068.4,1947.5,377.63,1735.27,1593.81,2413.33,542.26,530.17,681.22,3174.0,2923.33,3100.1,1947.03,1950.14,1494.61,1388.66,1678.8,1797.92,767.14,633.94,736.92,753.12,1408.81,1478.85,817.54,716.95,2540.2,1951.56,2078.64,1741.68,1706.69,2404.89,2441.48
1843 White Plains Rd.,1556.63,612.82,1547.7,2359.96,530.97,1335.88,2172.52,1280.52,1187.43,2788.95,1686.99,720.72,1430.59,1143.75,2045.11,2735.52,2215.5,1502.69,1522.82,866.58,249.7,1311.41,3175.03,2583.81,3219.63,707.16,479.44,1410.23,2193.64,1536.86,3363.02,952.03,2850.85,1110.8,1517.25,2464.53,2535.49,1729.72,1171.39,2342.5,1552.36,2591.13,2766.74,479.44,2323.01,307.95,2558.63,3185.99,359.75,3155.22,3022.86,690.26,1684.66,2796.63,618.96,404.23,1470.62,854.59,665.01,3101.91,628.37,1088.87,1099.46,1721.41,1595.5,435.56,1296.17,1404.2,2921.08,1449.45,1464.43,1569.37,791.98,1637.79,2501.98,2241.46,1969.44,350.79,2907.26,2660.06,606.59,3441.48,3627.89,674.92,945.51,2001.25,1722.36,1257.66,1312.73,1139.18,2551.62,2420.69,2277.52,1386.36,2950.3,2952.51,379.04,505.34,411.67,199.71,2891.8,2943.44,3766.09,1008.77,1001.95,1609.01,1195.01,1080.95,1736.95,2871.62,3053.2,3003.78,1836.57,1872.56,3016.56,534.64,495.8,1279.52,1796.73,2035.27,1211.96,1338.31,1200.08,1163.62,449.04,236.41,548.89,1891.98,1662.07,587.57,2674.91,1258.51,3326.1,3069.94,2857.57,2938.78,3414.44,3438.38,1920.63,1458.39,2011.34,2690.04,3153.07,348.47,2134.54,2122.34,251.96,843.07,1159.15,1384.85,1270.16,2651.24,2561.44,1263.43,1200.07,213.61,199.81,1672.45,1510.31,1529.84,1470.68,2296.5,2250.37,2083.62,557.89,1868.17,1726.71,2592.56,564.37,731.59,668.0,3160.78,2910.11,3086.88,2079.93,2083.04,1695.05,1589.1,1879.23,1998.36,753.92,620.72,846.63,886.02,1541.7,1611.74,659.65,466.53,2673.1,2084.45,2211.54,1942.12,1907.13,2605.33,2574.37
1518 Williamsbridge Road,1459.3,716.91,1370.47,2182.73,680.25,1158.65,2167.62,1183.19,1010.21,2611.72,1509.77,844.87,1333.26,1046.42,1867.89,2558.29,2201.48,1405.36,1425.49,1015.86,303.43,1134.18,3324.3,2445.38,3368.9,482.24,647.8,1291.65,2016.41,1406.12,3512.3,774.8,2712.42,1013.47,1499.65,2287.3,2358.26,1632.39,1074.06,2465.08,1375.13,2740.4,2916.02,592.08,2318.1,387.86,2399.97,3335.27,484.56,2977.99,2845.63,802.91,1507.43,2890.95,469.31,254.58,1293.39,967.24,814.29,2924.68,750.14,911.64,922.23,1598.9,1418.27,631.47,1216.49,1441.18,2743.85,1572.02,1367.1,1455.26,941.26,1760.36,2324.75,2064.23,1920.2,255.98,2730.03,2482.83,755.87,3590.75,3777.16,824.2,1068.08,2123.83,1844.94,1380.23,1435.31,1266.05,2627.85,2243.46,2272.61,1209.14,2963.55,3075.09,528.31,699.49,438.41,114.58,2714.57,2766.21,3915.37,1158.05,1151.23,1748.51,1317.58,1203.53,1559.72,2694.39,2875.97,2826.55,1718.17,1775.22,3165.84,575.27,381.62,1402.09,1619.5,1858.04,1361.24,1487.59,1322.66,1286.19,437.6,432.31,698.16,1726.03,1484.84,783.47,2497.69,1081.28,3475.38,3219.22,2680.35,2761.55,3563.72,3587.66,2069.9,1607.66,2006.44,2839.32,3302.35,544.38,2257.12,2244.92,362.39,992.34,1289.67,1287.52,1172.82,2773.81,2556.54,1166.1,1102.74,112.33,259.9,1537.78,1632.89,1352.61,1293.45,2308.16,2073.14,1906.39,695.68,1690.94,1549.48,2415.33,760.28,848.22,817.27,3310.05,3059.39,3236.16,1902.7,1905.81,1817.63,1711.68,2001.81,2120.93,903.2,769.99,749.3,708.79,1364.47,1434.52,510.01,316.89,2495.87,1907.22,2034.31,1937.21,2029.7,2680.23,2397.15
1454 Astor Ave.,1631.64,663.29,1500.35,2312.61,835.93,1288.53,2297.5,1355.52,1140.09,2741.6,1639.65,1017.98,1505.6,1218.76,1997.77,2688.17,2331.37,1577.7,1597.82,1180.39,293.53,1264.06,3488.83,2575.26,3533.43,623.01,793.25,1421.53,2146.29,1536.0,3676.83,904.68,2842.3,1185.81,1629.53,2417.18,2488.14,1804.72,1246.4,2595.24,1505.01,2904.93,3080.55,529.91,2447.98,560.97,2529.85,3476.46,483.42,3107.87,2975.52,740.73,1637.31,3020.83,328.54,113.81,1423.27,905.06,821.91,3054.56,740.25,1041.52,1052.12,1728.78,1548.15,749.37,1346.37,1571.06,2873.74,1726.27,1522.34,1585.14,1105.79,1914.61,2454.63,2194.11,2050.09,429.1,2859.92,2612.71,920.4,3755.29,3941.7,988.73,1222.33,2278.07,1999.18,1534.47,1589.55,1420.29,2757.73,2373.34,2402.49,1339.02,3093.43,3223.94,692.84,705.31,611.52,193.17,2844.46,2896.09,4079.9,1322.58,1315.76,1902.75,1471.82,1357.77,1689.6,2824.27,3005.85,2956.43,1848.05,1947.56,3330.37,478.28,554.74,1556.33,1749.39,1987.92,1525.77,1652.12,1476.9,1440.44,353.58,550.21,862.7,1855.92,1614.73,901.37,2627.57,1211.16,3639.91,3383.75,2810.23,2891.43,3728.25,3752.19,2234.44,1772.19,2136.32,3003.85,3466.88,662.28,2411.36,2399.16,535.51,1156.87,1443.91,1442.77,1345.16,2922.66,2686.42,1338.43,1275.08,275.81,433.02,1667.66,1785.08,1482.5,1423.34,2438.04,2203.02,2036.27,868.8,1820.82,1679.37,2545.22,878.18,1008.41,981.8,3474.58,3223.92,3400.69,2032.58,2035.69,1971.87,1865.92,2156.05,2275.18,970.94,934.52,921.63,838.67,1494.36,1564.4,369.24,176.12,2625.75,2037.11,2164.19,2067.09,2183.95,2810.11,2527.03
3431 White Plains Road,1828.06,398.49,1744.45,2556.71,657.68,1532.63,2446.73,1551.94,1384.18,2985.7,1883.75,1022.88,1702.02,1415.17,2241.86,2932.27,2489.71,1774.11,1794.24,1137.91,159.95,1508.16,3486.11,2819.35,3530.71,856.22,790.53,1665.63,2390.39,1780.1,3674.11,1148.78,3086.4,1382.22,1791.45,2661.28,2732.24,2001.14,1442.82,2616.71,1749.11,2902.21,3077.82,265.11,2597.21,619.03,2773.95,3497.07,427.07,3351.97,3219.61,475.93,1881.41,3070.83,363.69,299.91,1667.37,640.27,568.64,3298.66,492.34,1285.62,1296.21,1972.88,1792.25,746.64,1570.37,1678.4,3117.83,1723.65,1735.85,1829.24,1063.31,1911.99,2698.73,2438.21,2243.65,624.73,3104.01,2856.81,854.3,3752.56,3938.97,986.01,1219.71,2275.46,1996.56,1531.86,1585.66,1410.51,2825.82,2617.44,2551.72,1583.11,3224.5,3226.72,690.12,547.19,722.75,277.01,3088.55,3140.19,4077.18,1280.1,1273.28,1838.72,1469.21,1355.16,1933.7,3068.37,3249.95,3200.53,2092.15,2143.98,3327.65,271.58,750.38,1553.72,1993.48,2232.02,1441.67,1568.02,1474.28,1437.82,133.91,530.5,666.11,2100.01,1858.82,898.65,2871.67,1455.26,3637.19,3381.02,3054.32,3135.53,3725.52,3749.47,2150.33,1688.09,2285.54,3001.13,3464.16,659.56,2370.17,2396.55,563.05,1114.39,1430.48,1656.27,1541.58,2925.44,2835.65,1534.85,1471.5,409.34,510.9,1911.76,1784.52,1726.59,1667.43,2570.7,2447.12,2280.37,868.97,2064.92,1923.46,2789.31,875.46,1005.79,940.64,3471.86,3221.2,3397.97,2276.68,2279.79,1969.26,1863.31,2153.44,2262.63,706.14,817.69,1118.05,1082.77,1738.45,1808.49,519.08,164.88,2869.85,2281.2,2408.29,2216.32,2181.33,2879.53,2771.13
3446 Eastchester Road,1714.49,583.76,1655.95,2468.21,842.95,1444.14,2453.1,1438.37,1295.69,2897.2,1795.25,1173.58,1588.45,1301.61,2153.37,2843.77,2486.97,1660.55,1680.67,1323.17,319.08,1419.67,3644.44,2730.86,3689.03,771.49,948.85,1568.08,2301.89,1691.6,3832.43,1060.28,2997.9,1268.66,1785.14,2572.78,2643.74,1887.57,1329.25,2750.84,1660.61,3060.53,3236.15,450.38,2603.58,716.58,2685.45,3632.06,635.38,3263.48,3131.12,661.2,1792.92,3176.43,178.07,186.08,1578.87,825.53,753.91,3210.17,677.6,1197.13,1207.72,1879.26,1703.76,904.97,1501.97,1726.66,3029.34,1881.87,1622.28,1727.22,1248.57,2070.21,2610.23,2349.71,2205.69,584.7,3015.52,2768.31,1039.57,3910.89,4097.3,1144.33,1377.93,2433.67,2154.78,1690.08,1745.15,1575.9,2913.33,2528.94,2558.09,1494.62,3249.03,3379.54,848.44,732.45,767.13,355.22,3000.06,3051.7,4235.5,1465.36,1458.54,2023.98,1627.43,1513.38,1845.2,2979.87,3161.46,3112.03,1994.42,2030.41,3485.97,327.8,710.34,1711.94,1904.99,2143.52,1626.94,1753.29,1632.5,1596.04,274.05,705.82,851.37,2011.52,1770.33,1056.98,2783.17,1366.77,3795.51,3539.35,2965.83,3047.03,3883.85,3907.79,2335.6,1873.36,2291.92,3159.45,3622.48,817.88,2555.43,2554.76,691.11,1299.66,1599.52,1542.71,1428.01,3078.26,2842.02,1421.28,1357.93,431.41,588.62,1823.27,1940.69,1638.1,1578.94,2593.64,2358.63,2191.88,1024.4,1976.43,1834.97,2700.82,1033.78,1164.01,1125.91,3630.19,3379.52,3556.29,2188.18,2191.29,2127.47,2021.52,2311.66,2430.78,891.41,1002.96,1004.48,994.28,1649.96,1720.0,404.41,96.59,2781.35,2192.71,2319.8,2222.7,2339.55,2965.72,2682.63
755 East 233 Street,1796.78,478.27,1847.27,2659.53,737.46,1635.45,2560.84,1520.66,1443.57,3088.52,1930.41,1207.54,1670.74,1383.9,2344.69,3035.09,2603.82,1742.84,1762.96,1125.78,397.15,1599.33,3531.91,2823.95,3576.51,853.78,991.45,1650.37,2493.21,1777.0,3719.91,1251.6,3091.0,1350.95,1905.57,2764.1,2835.06,1969.86,1411.54,2670.52,1851.93,2948.01,3123.63,344.89,2711.33,829.77,2876.77,3542.88,592.39,3454.79,3322.43,507.26,1984.23,3124.65,220.37,446.53,1770.19,645.64,648.42,3401.48,572.11,1388.44,1383.95,1961.55,1895.07,947.57,1684.48,1792.52,3220.65,1777.47,1704.57,1809.51,1051.18,1965.81,2801.55,2541.03,2357.76,845.15,3206.83,2959.63,934.08,3798.36,3984.77,982.2,1251.44,2329.27,2050.38,1585.68,1573.53,1398.38,2879.64,2720.26,2665.84,1685.94,3278.32,3280.53,879.7,626.97,929.26,512.84,3191.37,3243.01,4122.98,1267.97,1261.15,1870.05,1523.03,1469.28,2036.52,3171.19,3352.77,3303.35,2076.71,2112.7,3373.45,84.21,795.03,1667.84,2096.3,2334.84,1473.0,1599.35,1588.4,1551.94,168.79,695.82,745.89,2202.83,1961.65,1032.28,2974.49,1558.08,3682.99,3426.82,3157.15,3238.35,3771.32,3795.27,2181.66,1719.42,2399.66,3046.93,3509.96,906.97,2401.49,2450.36,767.89,1102.27,1418.35,1625.0,1510.3,2979.25,2892.79,1503.57,1440.22,645.17,767.77,2014.58,1898.63,1829.41,1770.25,2624.52,2549.94,2383.19,1058.36,2167.74,2026.28,2892.14,1076.38,1143.85,965.3,3517.66,3267.0,3443.76,2379.5,2382.61,2083.37,1917.12,2207.25,2286.05,724.09,805.57,1086.77,1185.59,1841.27,1911.32,490.27,357.04,2972.67,2384.02,2511.11,2330.44,2235.15,2933.35,2873.95
21 Asch Loop,1556.75,732.59,1607.24,2419.5,959.02,1395.43,2404.39,1280.63,1203.54,2848.49,1690.38,1062.0,1430.71,1143.87,2104.66,2795.06,2438.26,1502.81,1522.94,1294.63,417.11,1359.31,3603.08,2583.93,3647.68,613.75,897.34,1410.35,2253.18,1536.97,3786.39,1011.57,2850.97,1110.92,1736.42,2524.07,2595.03,1729.84,1171.51,2640.67,1611.9,3019.18,3194.79,599.21,2554.87,721.23,2636.74,3536.69,679.6,3214.76,3082.41,810.03,1744.21,3094.8,289.16,220.22,1530.16,974.37,902.74,3161.45,826.44,1148.41,1143.92,1721.53,1655.05,939.11,1453.26,1677.95,2980.63,1747.62,1464.55,1569.48,1220.03,1935.96,2561.52,2301.0,2156.98,612.49,2966.81,2719.6,1034.64,3869.53,4055.94,1102.97,1243.68,2299.42,2020.53,1555.83,1610.9,1441.64,2849.79,2480.23,2509.38,1445.91,3200.32,3250.68,807.09,881.29,689.23,389.36,2951.35,3002.99,4194.14,1436.82,1418.78,1924.1,1493.18,1379.12,1796.49,2931.16,3112.75,3063.32,1836.69,1872.67,3444.61,438.89,555.0,1577.69,1856.28,2094.81,1640.01,1766.36,1498.25,1461.79,422.89,739.96,976.94,1962.81,1721.62,1072.03,2734.46,1318.05,3754.15,3497.99,2917.12,2998.32,3842.49,3866.43,2263.88,1886.44,2243.21,3118.09,3581.13,852.02,2432.71,2420.51,655.94,1271.12,1465.27,1384.97,1270.27,2949.4,2793.31,1263.55,1200.19,465.55,622.76,1774.56,1808.48,1589.39,1530.23,2544.93,2309.92,2143.17,912.81,1927.71,1786.26,2652.11,1067.92,1029.76,1096.05,3588.83,3338.16,3514.93,2139.47,2142.58,1993.22,1887.27,2177.4,2296.53,1040.24,1048.77,846.75,945.57,1601.25,1671.29,131.87,245.43,2732.64,2144.0,2271.08,2173.98,2205.3,2903.5,2633.92
2924 Bruckner Blvd.,1260.33,901.35,1321.67,2133.93,744.11,1109.85,2118.82,984.21,907.12,2562.92,1393.96,818.08,1134.29,847.45,1819.09,2509.49,2152.69,1206.39,1226.52,1079.72,523.6,1062.89,3388.17,2287.51,3432.76,334.7,653.42,1113.93,1967.61,1240.56,3542.48,726.0,2554.55,814.5,1450.85,2238.5,2309.46,1433.42,875.09,2396.76,1326.33,2804.27,2979.88,812.25,2269.3,475.5,2351.17,3292.77,704.73,2929.19,2796.84,1023.07,1458.64,2842.15,591.28,473.48,1244.59,1071.93,878.15,2875.88,906.97,862.84,847.5,1425.11,1369.47,730.68,1167.69,1392.38,2695.06,1503.7,1168.13,1273.06,1005.12,1692.04,2275.95,2015.43,1871.41,313.73,2681.24,2434.03,819.73,3654.62,3841.03,888.07,999.77,2055.51,1776.62,1311.91,1366.99,1197.73,2579.05,2194.66,2223.81,1160.34,2914.75,3006.77,592.17,763.35,436.81,334.75,2665.78,2717.42,3979.23,1221.91,1174.86,1680.19,1249.26,1135.21,1510.92,2645.59,2827.17,2777.75,1540.27,1576.25,3229.7,741.02,182.65,1333.77,1570.71,1809.24,1425.1,1551.45,1254.34,1217.87,657.77,606.97,762.03,1677.23,1436.05,857.12,2448.89,1032.48,3539.24,3283.08,2631.55,2712.75,3627.58,3651.52,2019.97,1671.53,1957.64,2903.18,3366.22,674.14,2188.8,2176.6,441.03,1056.21,1221.35,1088.55,973.85,2705.49,2507.74,967.13,903.77,332.5,362.2,1488.98,1564.57,1303.82,1244.66,2259.36,2024.34,1857.59,668.9,1642.14,1500.69,2366.54,833.53,785.84,881.14,3373.92,3123.25,3300.02,1853.9,1857.01,1749.31,1643.36,1933.49,2052.61,967.06,833.86,550.33,659.99,1315.68,1385.72,593.92,535.79,2447.07,1858.43,1985.51,1888.41,1961.38,2631.44,2348.35
